menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Ubi Cilembu + Ayam goreng sukabumi, dada + Wortel kukus",Ubi Cilembu,"Ayam goreng sukabumi, dada",Wortel kukus,"Ubi Cilembu, Ayam goreng sukabumi, dada, Wortel kukus",467.0,39.6,53.6,10.0,4.5,44.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, paha + Wortel kukus",Lepok / Ubi rumput,"Ayam goreng sukabumi, paha",Wortel kukus,"Lepok / Ubi rumput, Ayam goreng sukabumi, paha, Wortel kukus",501.0,39.5,48.6,16.1,11.8,159.0
"Woku ubi + Ayam goreng sukabumi, paha + Wortel rebus",Woku ubi,"Ayam goreng sukabumi, paha",Wortel rebus,"Woku ubi, Ayam goreng sukabumi, paha, Wortel rebus",454.0,39.5,21.8,22.6,7.8,394.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Anyang, sayur",Nasi / Nasi Putih,"Ayam goreng pasundan, paha","Anyang, sayur","Nasi / Nasi Putih, Ayam goreng pasundan, paha, Anyang, sayur",551.0,39.5,50.4,19.6,5.6,291.0
"Tapai singkong + Ayam goreng poineer, dada + Wortel rebus",Tapai singkong,"Ayam goreng poineer, dada",Wortel rebus,"Tapai singkong, Ayam goreng poineer, dada, Wortel rebus",492.0,39.5,47.1,15.5,2.8,41.0
"Tapai singkong + Ayam goreng kalasan, paha + Wortel rebus",Tapai singkong,"Ayam goreng kalasan, paha",Wortel rebus,"Tapai singkong, Ayam goreng kalasan, paha, Wortel rebus",472.0,39.5,47.8,13.0,2.8,217.0
"lontong + Ayam goreng sukabumi, paha + Wortel kukus",lontong,"Ayam goreng sukabumi, paha",Wortel kukus,"lontong, Ayam goreng sukabumi, paha, Wortel kukus",464.0,39.5,40.6,15.1,2.3,43.0
"Nasi merah + Ayam goreng sukabumi, paha + Wortel kukus",Nasi merah,"Ayam goreng sukabumi, paha",Wortel kukus,"Nasi merah, Ayam goreng sukabumi, paha, Wortel kukus",469.0,39.5,41.3,15.3,1.4,48.0
"Ubi Cilembu + Ayam goreng sukabumi, paha + Kangkung tondano",Ubi Cilembu,"Ayam goreng sukabumi, paha",Kangkung tondano,"Ubi Cilembu, Ayam goreng sukabumi, paha, Kangkung tondano",512.0,39.4,53.2,14.7,7.7,31.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, dada + Kangkung tondano",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, dada",Kangkung tondano,"Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, dada, Kangkung tondano",452.0,39.4,49.2,9.6,5.4,31.0
"Ubi jalar tinta / kemayung + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",Ubi jalar tinta / kemayung,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","Ubi jalar tinta / kemayung, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",450.0,39.4,30.1,18.1,4.8,406.0
"Getuk singkong + Ayam goreng sukabumi, paha + brokoli , matang",Getuk singkong,"Ayam goreng sukabumi, paha","brokoli , matang","Getuk singkong, Ayam goreng sukabumi, paha, brokoli , matang",510.2,39.4,49.8,15.9,3.8,15.0
"Getuk singkong + Ayam goreng sukabumi, dada + Karedok,sayur",Getuk singkong,"Ayam goreng sukabumi, dada","Karedok,sayur","Getuk singkong, Ayam goreng sukabumi, dada, Karedok,sayur",540.0,39.4,62.5,13.9,2.2,0.0
"Jagung gerontol + Ayam goreng sukabumi, paha + Wortel kukus",Jagung gerontol,"Ayam goreng sukabumi, paha",Wortel kukus,"Jagung gerontol, Ayam goreng sukabumi, paha, Wortel kukus",476.0,39.4,42.1,16.2,2.1,43.0
"Getuk singkong + Ayam goreng pasundan, dada + Wortel kukus",Getuk singkong,"Ayam goreng pasundan, dada",Wortel kukus,"Getuk singkong, Ayam goreng pasundan, dada, Wortel kukus",487.0,39.4,56.4,11.0,1.9,43.0
"Getuk singkong + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",Getuk singkong,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","Getuk singkong, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",546.0,39.4,51.9,19.1,1.4,405.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, paha + Wortel rebus",Nasi / Nasi Putih,"Ayam goreng sukabumi, paha",Wortel rebus,"Nasi / Nasi Putih, Ayam goreng sukabumi, paha, Wortel rebus",491.0,39.4,46.6,15.1,1.0,42.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Anyang, sayur",Lepok / Ubi rumput,"Ayam goreng pasundan, paha","Anyang, sayur","Lepok / Ubi rumput, Ayam goreng pasundan, paha, Anyang, sayur",552.0,39.3,50.4,20.5,16.1,406.0
"lontong + Ayam goreng pasundan, paha + Anyang, sayur",lontong,"Ayam goreng pasundan, paha","Anyang, sayur","lontong, Ayam goreng pasundan, paha, Anyang, sayur",515.0,39.3,42.4,19.5,6.6,290.0
"Getuk singkong + Ayam goreng sukabumi, dada + Sayur lebui",Getuk singkong,"Ayam goreng sukabumi, dada",Sayur lebui,"Getuk singkong, Ayam goreng sukabumi, dada, Sayur lebui",512.0,39.3,60.9,11.2,6.5,124.0
"Nasi merah + Ayam goreng pasundan, paha + Anyang, sayur",Nasi merah,"Ayam goreng pasundan, paha","Anyang, sayur","Nasi merah, Ayam goreng pasundan, paha, Anyang, sayur",520.0,39.3,43.1,19.7,5.7,295.0
"Ubi Cilembu + Ayam goreng sukabumi, dada + Wortel rebus",Ubi Cilembu,"Ayam goreng sukabumi, dada",Wortel rebus,"Ubi Cilembu, Ayam goreng sukabumi, dada, Wortel rebus",458.0,39.3,51.6,9.9,4.2,42.0
"Tapai singkong + Ayam goreng sukabumi, paha + Karedok,sayur",Tapai singkong,"Ayam goreng sukabumi, paha","Karedok,sayur","Tapai singkong, Ayam goreng sukabumi, paha, Karedok,sayur",544.0,39.3,54.8,17.9,3.4,0.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng poineer, dada + Wortel kukus",Ubi jalar tinta / kemayung kukus,"Ayam goreng poineer, dada",Wortel kukus,"Ubi jalar tinta / kemayung kukus, Ayam goreng poineer, dada, Wortel kukus",497.0,39.3,48.7,15.5,2.2,44.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng kalasan, paha + Wortel kukus",Ubi jalar tinta / kemayung kukus,"Ayam goreng kalasan, paha",Wortel kukus,"Ubi jalar tinta / kemayung kukus, Ayam goreng kalasan, paha, Wortel kukus",477.0,39.3,49.4,13.0,2.2,220.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, paha + Wortel rebus",Lepok / Ubi rumput,"Ayam goreng sukabumi, paha",Wortel rebus,"Lepok / Ubi rumput, Ayam goreng sukabumi, paha, Wortel rebus",492.0,39.2,46.6,16.0,11.5,157.0
"Tapai singkong + Ayam goreng sukabumi, paha + Sayur lebui",Tapai singkong,"Ayam goreng sukabumi, paha",Sayur lebui,"Tapai singkong, Ayam goreng sukabumi, paha, Sayur lebui",516.0,39.2,53.2,15.2,7.7,124.0
"Jagung gerontol + Ayam goreng pasundan, paha + Anyang, sayur",Jagung gerontol,"Ayam goreng pasundan, paha","Anyang, sayur","Jagung gerontol, Ayam goreng pasundan, paha, Anyang, sayur",527.0,39.2,43.9,20.6,6.4,290.0
"lontong + Ayam goreng sukabumi, paha + Wortel rebus",lontong,"Ayam goreng sukabumi, paha",Wortel rebus,"lontong, Ayam goreng sukabumi, paha, Wortel rebus",455.0,39.2,38.6,15.0,2.0,41.0
"Nasi merah + Ayam goreng sukabumi, paha + Wortel rebus",Nasi merah,"Ayam goreng sukabumi, paha",Wortel rebus,"Nasi merah, Ayam goreng sukabumi, paha, Wortel rebus",460.0,39.2,39.3,15.2,1.1,46.0
"Tapai singkong + Ayam goreng sukabumi, dada + Wortel kukus",Tapai singkong,"Ayam goreng sukabumi, dada",Wortel kukus,"Tapai singkong, Ayam goreng sukabumi, dada, Wortel kukus",450.0,39.1,49.5,10.1,3.1,43.0
"Jagung kuning pipil, rebus + Ayam goreng pasundan, paha + Karedok,sayur","Jagung kuning pipil, rebus","Ayam goreng pasundan, paha","Karedok,sayur","Jagung kuning pipil, rebus, Ayam goreng pasundan, paha, Karedok,sayur",491.0,39.1,42.8,18.2,2.1,5.0
"Nasi gemuk + Ayam goreng pasundan, paha + Karedok,sayur",Nasi gemuk,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi gemuk, Ayam goreng pasundan, paha, Karedok,sayur",529.0,39.1,38.8,23.5,2.1,355.0
"Jagung gerontol + Ayam goreng sukabumi, paha + Wortel rebus",Jagung gerontol,"Ayam goreng sukabumi, paha",Wortel rebus,"Jagung gerontol, Ayam goreng sukabumi, paha, Wortel rebus",467.0,39.1,40.1,16.1,1.8,41.0
"Getuk singkong + Ayam goreng pasundan, dada + Wortel rebus",Getuk singkong,"Ayam goreng pasundan, dada",Wortel rebus,"Getuk singkong, Ayam goreng pasundan, dada, Wortel rebus",478.0,39.1,54.4,10.9,1.6,41.0
"Jagung kuning pipil, rebus + Ayam goreng pasundan, paha + Sayur lebui","Jagung kuning pipil, rebus","Ayam goreng pasundan, paha",Sayur lebui,"Jagung kuning pipil, rebus, Ayam goreng pasundan, paha, Sayur lebui",463.0,39.0,41.2,15.5,6.4,129.0
"Nasi gemuk + Ayam goreng pasundan, paha + Sayur lebui",Nasi gemuk,"Ayam goreng pasundan, paha",Sayur lebui,"Nasi gemuk, Ayam goreng pasundan, paha, Sayur lebui",501.0,39.0,37.2,20.8,6.4,479.0
"Getuk singkong + Ayam goreng sukabumi, dada + Kangkung tondano",Getuk singkong,"Ayam goreng sukabumi, dada",Kangkung tondano,"Getuk singkong, Ayam goreng sukabumi, dada, Kangkung tondano",491.0,39.0,56.8,10.8,5.1,30.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng poineer, dada + Wortel rebus",Ubi jalar tinta / kemayung kukus,"Ayam goreng poineer, dada",Wortel rebus,"Ubi jalar tinta / kemayung kukus, Ayam goreng poineer, dada, Wortel rebus",488.0,39.0,46.7,15.4,1.9,42.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng kalasan, paha + Wortel rebus",Ubi jalar tinta / kemayung kukus,"Ayam goreng kalasan, paha",Wortel rebus,"Ubi jalar tinta / kemayung kukus, Ayam goreng kalasan, paha, Wortel rebus",468.0,39.0,47.4,12.9,1.9,218.0
"Nasi rames + Rendang sapi, masakan + Gado-gado",Nasi rames,"Rendang sapi, masakan",Gado-gado,"Nasi rames, Rendang sapi, masakan, Gado-gado",485.0,39.0,47.9,15.3,1.1,265.0
"Tapai singkong + Ayam goreng sukabumi, paha + Kangkung tondano",Tapai singkong,"Ayam goreng sukabumi, paha",Kangkung tondano,"Tapai singkong, Ayam goreng sukabumi, paha, Kangkung tondano",495.0,38.9,49.1,14.8,6.3,30.0
"Getuk singkong + Ayam goreng poineer, dada + Wortel kukus",Getuk singkong,"Ayam goreng poineer, dada",Wortel kukus,"Getuk singkong, Ayam goreng poineer, dada, Wortel kukus",536.0,38.9,56.3,16.7,1.9,43.0
"Getuk singkong + Ayam goreng kalasan, paha + Wortel kukus",Getuk singkong,"Ayam goreng kalasan, paha",Wortel kukus,"Getuk singkong, Ayam goreng kalasan, paha, Wortel kukus",516.0,38.9,57.0,14.2,1.9,219.0
"Nasi coklat + Ayam goreng pasundan, paha + Anyang, sayur",Nasi coklat,"Ayam goreng pasundan, paha","Anyang, sayur","Nasi coklat, Ayam goreng pasundan, paha, Anyang, sayur",483.0,38.8,34.1,20.1,5.4,290.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, paha + Karedok,sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, paha","Karedok,sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, paha, Karedok,sayur",540.0,38.8,54.4,17.8,2.5,1.0
"Nasi minyak + Ayam goreng pasundan, paha + Karedok,sayur",Nasi minyak,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi minyak, Ayam goreng pasundan, paha, Karedok,sayur",544.0,38.8,51.5,19.7,2.2,74.0
"Nasi gurih + Ayam goreng pasundan, paha + Wortel kukus",Nasi gurih,"Ayam goreng pasundan, paha",Wortel kukus,"Nasi gurih, Ayam goreng pasundan, paha, Wortel kukus",472.0,38.8,34.6,19.5,1.8,339.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, paha + Sayur lebui",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, paha",Sayur lebui,"Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, paha, Sayur lebui",512.0,38.7,52.8,15.1,6.8,125.0
"Nasi minyak + Ayam goreng pasundan, paha + Sayur lebui",Nasi minyak,"Ayam goreng pasundan, paha",Sayur lebui,"Nasi minyak, Ayam goreng pasundan, paha, Sayur lebui",516.0,38.7,49.9,17.0,6.5,198.0
"Nasi gemuk + Ayam goreng pasundan, paha + Kangkung tondano",Nasi gemuk,"Ayam goreng pasundan, paha",Kangkung tondano,"Nasi gemuk, Ayam goreng pasundan, paha, Kangkung tondano",480.0,38.7,33.1,20.4,5.0,385.0
"Nasi tim + Ayam goreng pasundan, paha + Karedok,sayur",Nasi tim,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi tim, Ayam goreng pasundan, paha, Karedok,sayur",457.0,38.7,40.4,15.1,1.9,0.0
"Ubi Cilembu + Ayam goreng sukabumi, paha + Wortel kukus",Ubi Cilembu,"Ayam goreng sukabumi, paha",Wortel kukus,"Ubi Cilembu, Ayam goreng sukabumi, paha, Wortel kukus",506.0,38.6,53.1,15.1,4.5,44.0
"Getuk singkong + Ayam goreng poineer, dada + Wortel rebus",Getuk singkong,"Ayam goreng poineer, dada",Wortel rebus,"Getuk singkong, Ayam goreng poineer, dada, Wortel rebus",527.0,38.6,54.3,16.6,1.6,41.0
"Getuk singkong + Ayam goreng kalasan, paha + Wortel rebus",Getuk singkong,"Ayam goreng kalasan, paha",Wortel rebus,"Getuk singkong, Ayam goreng kalasan, paha, Wortel rebus",507.0,38.6,55.0,14.1,1.6,217.0
"Nasi gurih + Ayam goreng pasundan, paha + Wortel rebus",Nasi gurih,"Ayam goreng pasundan, paha",Wortel rebus,"Nasi gurih, Ayam goreng pasundan, paha, Wortel rebus",463.0,38.5,32.6,19.4,1.5,337.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Anyang, sayur",Ubi Cilembu,"Ayam goreng pasundan, paha","Anyang, sayur","Ubi Cilembu, Ayam goreng pasundan, paha, Anyang, sayur",557.0,38.4,54.9,19.5,8.8,291.0
"Woku ubi + Ayam goreng pasundan, paha + Karedok,sayur",Woku ubi,"Ayam goreng pasundan, paha","Karedok,sayur","Woku ubi, Ayam goreng pasundan, paha, Karedok,sayur",480.0,38.4,29.4,22.5,8.4,353.0
"Pundut nasi + Ayam goreng pasundan, paha + Anyang, sayur",Pundut nasi,"Ayam goreng pasundan, paha","Anyang, sayur","Pundut nasi, Ayam goreng pasundan, paha, Anyang, sayur",475.0,38.4,25.7,23.4,5.8,364.0
"Ubi jalar tinta / kemayung + Ayam goreng sukabumi, paha + Karedok,sayur",Ubi jalar tinta / kemayung,"Ayam goreng sukabumi, paha","Karedok,sayur","Ubi jalar tinta / kemayung, Ayam goreng sukabumi, paha, Karedok,sayur",483.0,38.4,40.2,18.0,5.6,1.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, paha + Kangkung tondano",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, paha",Kangkung tondano,"Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, paha, Kangkung tondano",491.0,38.4,48.7,14.7,5.4,31.0
"Nasi minyak + Ayam goreng pasundan, paha + Kangkung tondano",Nasi minyak,"Ayam goreng pasundan, paha",Kangkung tondano,"Nasi minyak, Ayam goreng pasundan, paha, Kangkung tondano",495.0,38.4,45.8,16.6,5.1,104.0
"Getuk singkong + Ayam goreng sukabumi, paha + Karedok,sayur",Getuk singkong,"Ayam goreng sukabumi, paha","Karedok,sayur","Getuk singkong, Ayam goreng sukabumi, paha, Karedok,sayur",579.0,38.4,62.0,19.0,2.2,0.0
"Woku ubi + Ayam goreng pasundan, paha + Sayur lebui",Woku ubi,"Ayam goreng pasundan, paha",Sayur lebui,"Woku ubi, Ayam goreng pasundan, paha, Sayur lebui",452.0,38.3,27.8,19.8,12.7,477.0
"Ubi jalar tinta / kemayung + Ayam goreng sukabumi, paha + Sayur lebui",Ubi jalar tinta / kemayung,"Ayam goreng sukabumi, paha",Sayur lebui,"Ubi jalar tinta / kemayung, Ayam goreng sukabumi, paha, Sayur lebui",455.0,38.3,38.6,15.3,9.9,125.0
"Getuk singkong + Ayam goreng sukabumi, paha + Sayur lebui",Getuk singkong,"Ayam goreng sukabumi, paha",Sayur lebui,"Getuk singkong, Ayam goreng sukabumi, paha, Sayur lebui",551.0,38.3,60.4,16.3,6.5,124.0
"Ubi Cilembu + Ayam goreng sukabumi, paha + Wortel rebus",Ubi Cilembu,"Ayam goreng sukabumi, paha",Wortel rebus,"Ubi Cilembu, Ayam goreng sukabumi, paha, Wortel rebus",497.0,38.3,51.1,15.0,4.2,42.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Karedok,sayur",Nasi / Nasi Putih,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi / Nasi Putih, Ayam goreng pasundan, paha, Karedok,sayur",517.0,38.3,54.2,15.0,1.6,1.0
"Ubi Cilembu + Ayam goreng pasundan, paha + brokoli , matang",Ubi Cilembu,"Ayam goreng pasundan, paha","brokoli , matang","Ubi Cilembu, Ayam goreng pasundan, paha, brokoli , matang",454.2,38.2,46.5,11.8,6.4,16.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Sayur lebui",Nasi / Nasi Putih,"Ayam goreng pasundan, paha",Sayur lebui,"Nasi / Nasi Putih, Ayam goreng pasundan, paha, Sayur lebui",489.0,38.2,52.6,12.3,5.9,125.0
"Getuk singkong + Ayam goreng sukabumi, dada + Wortel kukus",Getuk singkong,"Ayam goreng sukabumi, dada",Wortel kukus,"Getuk singkong, Ayam goreng sukabumi, dada, Wortel kukus",485.0,38.2,56.7,11.2,1.9,43.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Karedok,sayur",Lepok / Ubi rumput,"Ayam goreng pasundan, paha","Karedok,sayur","Lepok / Ubi rumput, Ayam goreng pasundan, paha, Karedok,sayur",518.0,38.1,54.2,15.9,12.1,116.0
"Tapai singkong + Ayam goreng sukabumi, paha + Wortel kukus",Tapai singkong,"Ayam goreng sukabumi, paha",Wortel kukus,"Tapai singkong, Ayam goreng sukabumi, paha, Wortel kukus",489.0,38.1,49.0,15.2,3.1,43.0
"lontong + Ayam goreng pasundan, paha + Karedok,sayur",lontong,"Ayam goreng pasundan, paha","Karedok,sayur","lontong, Ayam goreng pasundan, paha, Karedok,sayur",481.0,38.1,46.2,14.9,2.6,0.0
"Nasi merah + Ayam goreng pasundan, paha + Karedok,sayur",Nasi merah,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi merah, Ayam goreng pasundan, paha, Karedok,sayur",486.0,38.1,46.9,15.1,1.7,5.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Sayur lebui",Lepok / Ubi rumput,"Ayam goreng pasundan, paha",Sayur lebui,"Lepok / Ubi rumput, Ayam goreng pasundan, paha, Sayur lebui",490.0,38.0,52.6,13.2,16.4,240.0
"lontong + Ayam goreng pasundan, paha + Sayur lebui",lontong,"Ayam goreng pasundan, paha",Sayur lebui,"lontong, Ayam goreng pasundan, paha, Sayur lebui",453.0,38.0,44.6,12.2,6.9,124.0
"Nasi merah + Ayam goreng pasundan, paha + Sayur lebui",Nasi merah,"Ayam goreng pasundan, paha",Sayur lebui,"Nasi merah, Ayam goreng pasundan, paha, Sayur lebui",458.0,38.0,45.3,12.4,6.0,129.0
"Getuk singkong + Ayam goreng sukabumi, paha + Kangkung tondano",Getuk singkong,"Ayam goreng sukabumi, paha",Kangkung tondano,"Getuk singkong, Ayam goreng sukabumi, paha, Kangkung tondano",530.0,38.0,56.3,15.9,5.1,30.0
"Jagung gerontol + Ayam goreng pasundan, paha + Karedok,sayur",Jagung gerontol,"Ayam goreng pasundan, paha","Karedok,sayur","Jagung gerontol, Ayam goreng pasundan, paha, Karedok,sayur",493.0,38.0,47.7,16.0,2.4,0.0
"Tapai singkong + Ayam goreng pasundan, paha + Anyang, sayur",Tapai singkong,"Ayam goreng pasundan, paha","Anyang, sayur","Tapai singkong, Ayam goreng pasundan, paha, Anyang, sayur",540.0,37.9,50.8,19.6,7.4,290.0
"Jagung gerontol + Ayam goreng pasundan, paha + Sayur lebui",Jagung gerontol,"Ayam goreng pasundan, paha",Sayur lebui,"Jagung gerontol, Ayam goreng pasundan, paha, Sayur lebui",465.0,37.9,46.1,13.3,6.7,124.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Kangkung tondano",Nasi / Nasi Putih,"Ayam goreng pasundan, paha",Kangkung tondano,"Nasi / Nasi Putih, Ayam goreng pasundan, paha, Kangkung tondano",468.0,37.9,48.5,11.9,4.5,31.0
"Nasi gemuk + Ayam goreng pasundan, paha + Wortel kukus",Nasi gemuk,"Ayam goreng pasundan, paha",Wortel kukus,"Nasi gemuk, Ayam goreng pasundan, paha, Wortel kukus",474.0,37.9,33.0,20.8,1.8,398.0
"Getuk singkong + Ayam goreng sukabumi, dada + Wortel rebus",Getuk singkong,"Ayam goreng sukabumi, dada",Wortel rebus,"Getuk singkong, Ayam goreng sukabumi, dada, Wortel rebus",476.0,37.9,54.7,11.1,1.6,41.0
"Rujak lontong + Rendang sapi, masakan + brokoli , matang",Rujak lontong,"Rendang sapi, masakan","brokoli , matang","Rujak lontong, Rendang sapi, masakan, brokoli , matang",459.2,37.8,34.4,20.4,3.0,293.0
"Tapai singkong + Ayam goreng sukabumi, paha + Wortel rebus",Tapai singkong,"Ayam goreng sukabumi, paha",Wortel rebus,"Tapai singkong, Ayam goreng sukabumi, paha, Wortel rebus",480.0,37.8,47.0,15.1,2.8,41.0
"Jagung titi + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Jagung titi,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Jagung titi, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",664.0,37.8,91.1,16.4,1.4,405.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Kangkung tondano",Lepok / Ubi rumput,"Ayam goreng pasundan, paha",Kangkung tondano,"Lepok / Ubi rumput, Ayam goreng pasundan, paha, Kangkung tondano",469.0,37.7,48.5,12.8,15.0,146.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, paha + Wortel kukus",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, paha",Wortel kukus,"Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, paha, Wortel kukus",485.0,37.6,48.6,15.1,2.2,44.0
"Nasi minyak + Ayam goreng pasundan, paha + Wortel kukus",Nasi minyak,"Ayam goreng pasundan, paha",Wortel kukus,"Nasi minyak, Ayam goreng pasundan, paha, Wortel kukus",489.0,37.6,45.7,17.0,1.9,117.0
"Nasi gemuk + Ayam goreng pasundan, paha + Wortel rebus",Nasi gemuk,"Ayam goreng pasundan, paha",Wortel rebus,"Nasi gemuk, Ayam goreng pasundan, paha, Wortel rebus",465.0,37.6,31.0,20.7,1.5,396.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng pasundan, paha + Anyang, sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng pasundan, paha","Anyang, sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng pasundan, paha, Anyang, sayur",536.0,37.4,50.4,19.5,6.5,291.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng sukabumi, paha + Wortel rebus",Ubi jalar tinta / kemayung kukus,"Ayam goreng sukabumi, paha",Wortel rebus,"Ubi jalar tinta / kemayung kukus, Ayam goreng sukabumi, paha, Wortel rebus",476.0,37.3,46.6,15.0,1.9,42.0
"Nasi minyak + Ayam goreng pasundan, paha + Wortel rebus",Nasi minyak,"Ayam goreng pasundan, paha",Wortel rebus,"Nasi minyak, Ayam goreng pasundan, paha, Wortel rebus",480.0,37.3,43.7,16.9,1.6,115.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Karedok,sayur",Ubi Cilembu,"Ayam goreng pasundan, paha","Karedok,sayur","Ubi Cilembu, Ayam goreng pasundan, paha, Karedok,sayur",523.0,37.2,58.7,14.9,4.8,1.0
"Getuk singkong + Ayam goreng sukabumi, paha + Wortel kukus",Getuk singkong,"Ayam goreng sukabumi, paha",Wortel kukus,"Getuk singkong, Ayam goreng sukabumi, paha, Wortel kukus",524.0,37.2,56.2,16.3,1.9,43.0
Jagung titi + Ikan Mujahir / Mujair pepes + Gado-gado,Jagung titi,Ikan Mujahir / Mujair pepes,Gado-gado,"Jagung titi, Ikan Mujahir / Mujair pepes, Gado-gado",632.0,37.2,100.9,8.2,1.9,58.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Sayur lebui",Ubi Cilembu,"Ayam goreng pasundan, paha",Sayur lebui,"Ubi Cilembu, Ayam goreng pasundan, paha, Sayur lebui",495.0,37.1,57.1,12.2,9.1,125.0
"Rujak lontong + Ikan Mujahir / Mujair pepes + Anyang, sayur",Rujak lontong,Ikan Mujahir / Mujair pepes,"Anyang, sayur","Rujak lontong, Ikan Mujahir / Mujair pepes, Anyang, sayur",490.0,37.1,35.8,23.0,5.4,626.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Wortel kukus",Nasi / Nasi Putih,"Ayam goreng pasundan, paha",Wortel kukus,"Nasi / Nasi Putih, Ayam goreng pasundan, paha, Wortel kukus",462.0,37.1,48.4,12.3,1.3,44.0
"Ubi jalar tinta / kemayung + Ayam goreng pasundan, paha + Anyang, sayur",Ubi jalar tinta / kemayung,"Ayam goreng pasundan, paha","Anyang, sayur","Ubi jalar tinta / kemayung, Ayam goreng pasundan, paha, Anyang, sayur",479.0,37.0,36.2,19.7,9.6,291.0
"Getuk singkong + Ayam goreng pasundan, paha + Anyang, sayur",Getuk singkong,"Ayam goreng pasundan, paha","Anyang, sayur","Getuk singkong, Ayam goreng pasundan, paha, Anyang, sayur",575.0,37.0,58.0,20.7,6.2,290.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Wortel kukus",Lepok / Ubi rumput,"Ayam goreng pasundan, paha",Wortel kukus,"Lepok / Ubi rumput, Ayam goreng pasundan, paha, Wortel kukus",463.0,36.9,48.4,13.2,11.8,159.0
"Getuk singkong + Ayam goreng sukabumi, paha + Wortel rebus",Getuk singkong,"Ayam goreng sukabumi, paha",Wortel rebus,"Getuk singkong, Ayam goreng sukabumi, paha, Wortel rebus",515.0,36.9,54.2,16.2,1.6,41.0
"Jagung titi + Ikan Mujahir / Mujair pepes + Cap cai / capcay / cap cay, sayur",Jagung titi,Ikan Mujahir / Mujair pepes,"Cap cai / capcay / cap cay, sayur","Jagung titi, Ikan Mujahir / Mujair pepes, Cap cai / capcay / cap cay, sayur",592.0,36.9,84.1,11.3,1.4,463.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Kangkung tondano",Ubi Cilembu,"Ayam goreng pasundan, paha",Kangkung tondano,"Ubi Cilembu, Ayam goreng pasundan, paha, Kangkung tondano",474.0,36.8,53.0,11.8,7.7,31.0
